method,dataset,run,ticker filename,total return,profit per trade,total log return,avg return,avg log return,total investment,sharpe ratio,total trading days skipped,total trading days successful,total trading days
Adv-ALSTM,stocknet,3,GOOG.csv,174.5902100000003,130.5902100000003,0.257073306734332,3.967959318181825,0.005842575153053,147.55005000000006,0.3184143744608826,0,25,44
Adv-ALSTM,stocknet,3,LMT.csv,25.612866000000054,-15.387133999999946,0.12378810959344058,0.6247040487804891,0.003019222185205868,4.801710000000014,0.2325237769910364,0,20,41
Adv-ALSTM,stocknet,3,DHR.csv,3.541922999999997,-28.458077000000003,0.05055041356005552,0.11068509374999991,0.001579700423751735,5.407752999999985,0.09883350733821808,0,15,32
Adv-ALSTM,stocknet,3,NGG.csv,2.550934000000069,-27.44906599999993,0.03625075815070305,0.08503113333333563,0.0012083586050234349,-0.6324620000000607,0.07556625836214173,0,14,30
Adv-ALSTM,stocknet,3,BAC.csv,3.3402919999999927,-42.65970800000001,0.1988049246796653,0.07261504347826071,0.0043218461886883755,1.375811999999998,0.22854248706146751,0,22,46
Adv-ALSTM,stocknet,3,SNY.csv,16.882939000000007,-26.117060999999993,0.39286863561110813,0.3926264883720932,0.009136479897932747,-4.134779000000009,0.4647991682825369,0,19,43
Adv-ALSTM,stocknet,3,CHTR.csv,8.41001799999998,-33.58998200000002,0.0500847223718773,0.2002385238095233,0.0011924933898066023,4.490005999999994,0.05261193107944319,0,21,42
Adv-ALSTM,stocknet,3,TSM.csv,4.704378999999992,-37.29562100000001,0.21997020144682752,0.11200902380952363,0.005237385748733989,1.7921489999999984,0.34433024240630916,0,21,42
Adv-ALSTM,stocknet,3,MA.csv,13.491644000000022,-26.508355999999978,0.14054654189667598,0.33729110000000057,0.0035136635474168993,5.870597999999987,0.23302252164096368,0,22,40
Adv-ALSTM,stocknet,3,BP.csv,9.884434999999986,-35.11556500000002,0.328922730238397,0.2196541111111108,0.007309394005297711,0.6413970000000013,0.3473519075821454,0,19,45
Adv-ALSTM,stocknet,3,FB.csv,-13.549996000000021,-64.54999600000002,-0.12795009701009288,-0.2656861960784318,-0.0025088254315704488,15.030006000000014,-0.1480231414693557,0,30,51
Adv-ALSTM,stocknet,3,ABB.csv,5.462026999999999,-36.537973,0.3183887470642192,0.13004826190476187,0.0075806844539099815,-0.483038999999998,0.6518182912660737,0,20,42
Adv-ALSTM,stocknet,3,BRK-A.csv,20367.0,20327.0,0.10205927833848358,509.175,0.0025514819584620896,2953.0,0.17562500697679087,0,17,40
Adv-ALSTM,stocknet,3,INTC.csv,4.578511999999993,-38.42148800000001,0.1462279108268391,0.10647702325581379,0.0034006490889962587,5.138786,0.2135904418818534,0,26,43
Adv-ALSTM,stocknet,3,SRE.csv,12.796013000000045,-28.203986999999955,0.13443899746367327,0.3120978780487816,0.0032789999381383724,-1.133718999999985,0.21552762163484354,0,19,41
Adv-ALSTM,stocknet,3,ORCL.csv,5.84180400000001,-39.15819599999999,0.1563159942246618,0.1298178666666669,0.00347368876054804,1.0739599999999996,0.20696101090365282,0,25,45
