method,dataset,dropout,run,prob,prob measure,ticker filename,total return,avg return,total log return,avg log return,profit per trade,sharpe ratio,best benchmark log return,best benchmark profit per trade,best benchmark return,best benchmark sharpe ratio,total trading days skipped,total trading days profitable,total trading days,total trading days averted loss by skipping,std log return before trading,log return beats benchmark,sharpe ratio beats benchmark
Adv-ALSTM,stocknet,0.75,3,0.6,std,DHR.csv,4.999289999999988,0.15622781249999962,0.07173049493069342,0.0022415779665841693,0.18515888888888843,0.15072194309715012,0.06948772081102585,-27.20522299999999,4.7947770000000105,0.13435818216333967,5,13,27,2,1.112373860444824,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,MO.csv,-0.2820289999999943,-0.007231512820512675,-0.0044565695077648185,-0.00011427101301961073,-0.007834138888888731,-0.009140330765965704,0.0048010676925392464,-38.74153099999999,0.2584690000000123,0.00803450010324846,3,22,36,2,0.8177412831081043,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,BRK-A.csv,23542.0,588.55,0.11775305218821946,0.0029438263047054866,619.5263157894736,0.20586494287535118,0.11774081740399005,23327.0,23367.0,0.2025097500861752,2,17,38,2,2943.7690116975496,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,RDS-B.csv,4.639673000000002,0.0909739803921569,0.10519961667561052,0.002062737581874716,0.10544711363636368,0.09370978594880686,0.04098233390222975,-49.255273,1.7447270000000046,0.03413199753574952,7,22,44,5,1.002878080305762,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,GD.csv,6.276032999999984,0.1459542558139531,0.04807866775521961,0.0011181085524469675,0.17433424999999955,0.08167651324785705,0.05659224300727229,-35.410443999999984,7.589556000000017,0.09483598867081204,7,18,36,4,1.8696661568782702,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,FB.csv,-7.579987000000017,-0.1486271960784317,-0.07120595048292183,-0.0013961951075082712,-0.17627876744186086,-0.0865231323660368,-0.17653671222927814,-69.71000200000003,-18.71000200000003,-0.2064949546953771,8,24,43,6,1.7902695830082915,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,REX.csv,10.639993000000025,0.19703690740740787,0.19870030284074844,0.0036796352377916376,0.2127998600000005,0.11048939804968524,0.2116155837007402,-42.59001599999999,11.409984000000007,0.11581859895205375,4,27,50,2,1.8358507592030664,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,SNY.csv,16.13960000000001,0.3753395348837211,0.3729599581697814,0.008673487399297242,0.4247263157894739,0.45966322997297576,0.3745482211015043,-26.711721,16.288279000000006,0.4450346715253502,5,16,38,2,0.9283944294946052,False,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,BBL.csv,3.999818000000001,0.07142532142857146,0.1167416942441654,0.0020846731115029536,0.08695256521739134,0.10305108502414036,-0.07487465600637988,-56.085709,-0.08570899999999426,-0.001978213396241379,10,23,46,4,0.7619321811028682,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,BAC.csv,2.4956919999999965,0.0542541739130434,0.1484588120651324,0.003227365479676791,0.062392299999999914,0.1796539671965306,0.013599279674796438,-45.76842600000001,0.23157399999999664,0.015439389896578297,6,19,40,2,0.3246978814655559,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,PCG.csv,5.399937000000001,0.13499842500000003,0.10726458030094438,0.0026816145075236096,0.15428391428571434,0.18462952584333392,0.2127665345262779,-29.310091999999987,10.689908000000015,0.3742778924446936,5,16,35,3,0.7635540416215849,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,XOM.csv,9.714418000000038,0.21118300000000081,0.13281891523742848,0.002887367722552793,0.2369370243902448,0.15833678708214177,0.09729438124584637,-38.86776399999995,7.132236000000049,0.10924229390749106,5,21,41,3,1.4258252120256125,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,TOT.csv,10.546632000000017,0.24527051162790736,0.23870059295371587,0.005551176580318974,0.28504410810810854,0.34905082352186917,0.20160913451950568,-34.121976999999994,8.878023000000006,0.25680291483276224,6,15,37,2,0.8300251285080699,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,MCD.csv,-13.29468700000001,-0.4431562333333337,-0.13294833290477243,-0.004431611096825747,-0.4431562333333337,-0.24374384556945214,-0.0955426574330723,-39.468605,-9.468604999999997,-0.17102630383243056,0,20,30,0,1.7684978547527204,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,INTC.csv,1.583641,0.036828860465116284,0.05163099817526241,0.0012007208877968002,0.04798912121212121,0.08347561054429765,0.17573517757603713,-37.565866000000014,5.434133999999983,0.2559604237694756,10,18,33,3,0.49547741950557084,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,JNJ.csv,3.6037959999999885,0.10599399999999966,0.03552654891824449,0.0010448984975954263,0.11625148387096737,0.0892040993551677,0.033453613537656315,-30.616677999999997,3.3833220000000064,0.08178822836858812,3,18,31,1,1.1853386173749805,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,BA.csv,11.003632000000039,0.25589841860465207,0.0830247445919505,0.0019308080137662906,0.2973954594594605,0.11688883361886418,-0.0791751554597647,-53.673446999999896,-10.673446999999896,-0.10965669913043112,6,24,37,3,2.2526937993707556,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,DIS.csv,5.938267999999965,0.1413873333333325,0.048495021195864796,0.0011546433618063047,0.14483580487804792,0.08139359612510355,-0.01422727884555019,-42.84201400000003,-0.8420140000000202,-0.011429991185491987,1,22,41,1,1.7540791175364845,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,IEP.csv,7.45629000000001,0.1433901923076925,0.11100239886534052,0.002134661516641164,0.17340209302325604,0.11617930008859975,0.21446029105228148,-38.886661,13.113339000000005,0.19943212554883386,9,20,43,4,1.2877224226419388,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,AAPL.csv,-2.7876140000000333,-0.06060030434782681,-0.0305793294645194,-0.0006647680318373783,-0.07147728205128291,-0.0336901432830266,0.11919379101631085,-31.90510900000004,14.094890999999961,0.15288199978456327,7,18,39,3,2.0266982319102658,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,D.csv,5.848116000000054,0.17721563636363802,0.09483131109207375,0.0028736760936992046,0.1949372000000018,0.22502296852670747,0.11696072454537253,-25.782572999999967,7.217427000000035,0.249108349055028,3,15,30,2,0.9005096453271558,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,CHL.csv,13.774110000000007,0.32032813953488387,0.2568103831056142,0.005972334490828238,0.3443527500000002,0.4403213361897115,0.22186123099582367,-31.088959,11.911041000000004,0.36727274442075736,3,18,40,3,0.8009292207395377,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,MRK.csv,2.6417729999999864,0.0713992702702699,0.05563688811910242,0.00150369967889466,0.0852184838709673,0.08927080652472741,0.05134645256056155,-34.56445700000002,2.4355429999999814,0.07264845299605427,6,16,31,3,0.9031921023569187,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,CODI.csv,1.1719989999999996,0.027904738095238087,0.08397687910522575,0.001999449502505375,0.03255552777777777,0.16776672096286144,0.08908087303004439,-40.767378,1.2326219999999992,0.16293226624821489,6,17,36,2,0.1825142162941126,False,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,PICO.csv,0.629999999999999,0.011666666666666648,0.07110207531749035,0.0013167050984720435,0.01259999999999998,0.03771725345950777,-0.1958395512214744,-56.05,-2.0499999999999967,-0.11535373252996688,4,26,50,2,0.3311524568616917,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,DUK.csv,1.7035350000000093,0.044829868421052875,0.026348706110998155,0.0006933870029210041,0.05162227272727301,0.04277670158403995,0.08016932764230368,-32.66891100000001,5.331088999999992,0.12811296128913752,5,17,33,2,1.1040987641810165,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,PFE.csv,3.761761,0.094044025,0.12283901645668366,0.0030709754114170915,0.10747888571428571,0.1762836810273105,0.1637599838964834,-34.900310999999995,5.099689000000005,0.223984130744793,5,17,35,3,0.5829551197165728,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,SRE.csv,14.031631000000019,0.3422349024390248,0.14768495506993798,0.003602072074876536,0.37923327027027076,0.24675797755184253,0.08751677981526851,-32.89934499999998,8.100655000000017,0.13453633118645658,4,17,37,2,1.4818728063885318,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,NEE.csv,15.617234000000025,0.4109798421052638,0.16475991349311914,0.004335787197187346,0.48803856250000077,0.30014654638593175,0.1866483903250639,-20.220503000000008,17.779496999999992,0.332346244388768,6,17,32,3,1.4800700108495395,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,MMM.csv,8.373289,0.22034971052631577,0.05867797332477634,0.0015441571927572722,0.23259136111111112,0.11534026621905838,0.15622760735056698,-15.350511000000012,22.649488999999992,0.2483603424673469,2,19,36,1,2.461191366464516,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,EXC.csv,0.5201820000000019,0.011559600000000043,0.019456528509620243,0.00043236730021378316,0.013004550000000049,0.02497332069841207,0.07263416735501065,-43.07619699999999,1.9238030000000033,0.09112432750901894,5,18,40,3,0.46979219256152444,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,CHTR.csv,13.360030999999992,0.318095976190476,0.0762793964337072,0.001816176105564457,0.3515797631578945,0.08654592146516292,0.04727678864857837,-33.74998399999998,8.250016000000016,0.05160822276523308,4,19,38,3,3.80980870103357,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,V.csv,11.579865999999981,0.2517362173913039,0.15100832270673048,0.0032827896240593584,0.3405842941176465,0.24713106519740277,0.07884750077436062,-39.864417000000024,6.135582999999982,0.1119288898273306,12,19,34,7,1.183778192428541,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,HD.csv,-2.8947510000000136,-0.07823651351351388,-0.021908220995471323,-0.0005921140809586843,-0.08270717142857181,-0.0440896235071479,-0.0007056032918476077,-37.324736,-0.3247360000000015,-0.0048517893994019365,2,22,35,0,1.7519681910673985,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,SNP.csv,9.001858000000013,0.2045876818181821,0.14502585010276908,0.0032960420477902066,0.22504645000000031,0.1435175957300601,0.20265160099982996,-31.35790300000001,12.642096999999993,0.1847846983249891,4,20,40,0,1.5808235435273148,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,PCLN.csv,258.6101060000001,5.877502409090911,0.19188155431467593,0.004360944416242635,6.80552910526316,0.20668603159299356,0.20697815902223024,234.3798810000003,278.3798810000003,0.2190294076830634,6,22,38,2,29.581255328332837,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,WFC.csv,7.477896000000001,0.17804514285714287,0.14550958967855485,0.0034645140399655917,0.20771933333333337,0.2900986721618544,0.1070851043333993,-36.45527600000001,5.544723999999995,0.17773469484535753,6,16,36,2,0.7512614892667532,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,BUD.csv,-3.526530000000008,-0.08396500000000019,-0.026104415477458703,-0.0006215337018442549,-0.08601292682926849,-0.05259840515399489,-0.024976153710868386,-44.99555900000002,-2.9955590000000143,-0.04446282593976077,1,24,41,1,1.5332607418808566,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,CSCO.csv,2.9739390000000014,0.07080807142857146,0.11870582779269016,0.0028263292331592894,0.07826155263157898,0.1682294809444869,0.0665426068031573,-40.381261,1.6187390000000048,0.08629711858227031,4,20,38,2,0.4472194200843096,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,LMT.csv,28.22230000000002,0.6883487804878053,0.13580262067423002,0.0033122590408348786,0.8552212121212127,0.2962000335554089,0.031144315691405067,-33.85863599999999,7.141364000000009,0.06323625355543494,8,14,33,6,2.7575175988591085,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,BCH.csv,8.130855000000004,0.18908965116279078,0.1449542833765582,0.0033710298459664694,0.21396986842105273,0.2675574090157315,0.16616354624888813,-33.65625999999999,9.343740000000011,0.286515938662018,5,15,38,3,0.7875091406613065,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,MA.csv,13.487829000000005,0.3371957250000001,0.1416544490553447,0.0035413612263836174,0.36453591891891907,0.24434400907140633,0.16902937569298998,-23.912559999999967,16.08744000000003,0.2811784434983167,3,20,37,2,1.4797751603250828,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,AMGN.csv,67.19377299999996,1.4296547446808503,0.45287896952050943,0.00963572275575552,1.5626458837209294,0.5523441627844936,0.3532944495026053,4.8912660000000585,51.891266000000066,0.3848698439135576,4,24,43,2,3.0425052020601773,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,MSFT.csv,-0.9941430000000153,-0.024853575000000384,-0.021391678807548276,-0.0005347919701887069,-0.03012554545454592,-0.023643144154987625,-0.09934554556526333,-44.64610700000001,-4.646107000000008,-0.10913771011879436,7,18,33,5,1.0423668039311622,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,SLB.csv,1.2725329999999957,0.026511104166666577,0.021856013676373937,0.0004553336182577903,0.028921204545454448,0.0194646276638512,0.03747257468042429,-45.44948800000002,2.5505119999999835,0.038043125783561324,4,21,44,2,1.3975483964230129,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,SO.csv,3.872242000000007,0.10756227777777798,0.09306140835737195,0.0025850391210381096,0.12907473333333358,0.20082489955602353,0.1816172031972788,-28.45132199999999,7.5486780000000095,0.3815107329416521,6,17,30,4,0.5861778359434446,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,TM.csv,12.277888000000019,0.2790429090909095,0.10453225670277033,0.002375733106881144,0.3318348108108113,0.19233697855472587,0.11368601547229686,-30.56199400000001,13.438005999999987,0.19603226445495692,7,20,37,4,1.5794239271259691,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,JPM.csv,8.594041000000011,0.2261589736842108,0.13613248687559049,0.003582433865147118,0.26856378125000036,0.2367404627028574,0.1122774100168112,-30.66065699999998,7.339343000000022,0.17259112668233165,6,16,32,2,1.1264809814306012,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,BP.csv,9.548481999999996,0.2121884888888888,0.3201009579413334,0.00711335462091852,0.2448328717948717,0.3539813005370015,0.19347129724829848,-39.34562699999999,5.654373000000002,0.1909347281703692,6,18,39,3,0.6700936875778978,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,AMZN.csv,71.17992800000042,1.4829151666666753,0.12140194464649573,0.0025292071801353276,1.6553471627907073,0.13941489797572892,0.12666372191624256,24.33990200000023,72.33990200000022,0.12261868512160168,5,26,43,2,11.823798027071224,False,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,PG.csv,0.6546640000000394,0.01870468571428684,0.0059299018836887745,0.00016942576810539356,0.023380857142858553,0.02257199995004654,-0.04539380610295224,-38.034178999999966,-3.034178999999966,-0.09136947737113213,7,16,28,7,0.9314041389474046,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,ABB.csv,4.644583999999998,0.11058533333333329,0.2705436476913079,0.006441515421221617,0.12222589473684206,0.5510485715686947,0.2424670932299139,-37.838451000000006,4.161548999999994,0.4566807131560662,4,17,38,2,0.23873885243947357,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,NVS.csv,-3.2968379999999655,-0.0701454893617014,-0.039652403530209726,-0.0008436681602172283,-0.07492813636363559,-0.06983449903515607,-0.02985923180610285,-49.40528999999995,-2.405289999999951,-0.05016110168377338,3,17,44,2,1.0148470798227354,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,HRG.csv,2.360000000000003,0.05021276595744687,0.18359465705706682,0.003906269299086528,0.05488372093023263,0.2499188717380293,0.13513396550728698,-45.290000000000006,1.7099999999999973,0.17102895839785962,4,23,43,1,0.21309055720260728,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,CELG.csv,61.44000799999996,1.2047060392156856,0.5293485637742134,0.010379383603415948,1.4288373953488362,0.4284964530297722,0.308235505894547,-16.109997000000018,34.89000299999998,0.2117824225837117,8,24,43,5,3.296199299801852,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,UTX.csv,10.625334999999993,0.272444487179487,0.11973870451965696,0.003070223192811717,0.37947624999999974,0.2636663584940384,0.16699855625056026,-23.933673999999954,15.066326000000045,0.29191013642073194,11,15,28,5,1.3603119536338975,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,PM.csv,3.381966000000048,0.09140448648648779,0.04418442375613617,0.0011941736150307073,0.10248381818181965,0.08700348635881515,0.059833932593945635,-32.38069099999996,4.6193090000000305,0.11111135197377514,4,19,33,1,1.103928568505851,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,PEP.csv,-3.171313999999981,-0.09060897142857088,-0.03368917225139449,-0.0009625477786112712,-0.1132612142857136,-0.08584735910987476,0.033486757439179615,-31.90011700000001,3.0998829999999917,0.07478084645008945,7,13,28,1,1.166124179665225,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,UL.csv,4.377125999999997,0.11830070270270263,0.10986127406487214,0.002969223623374923,0.1367851874999999,0.20719436385318196,0.10565373836756403,-32.799473000000006,4.200526999999987,0.18774922921662476,5,17,32,2,0.6113634721339817,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,NGG.csv,3.681175000000067,0.12270583333333557,0.052023328462831274,0.0017341109487610425,0.12693706896551957,0.11136465663264779,0.04299294457935148,-26.98135199999999,3.018648000000013,0.08952725632157284,1,14,29,1,1.1283675759937721,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,HON.csv,18.561100999999937,0.475925666666665,0.1915218540621271,0.004910816770823772,0.580034406249998,0.31840748208263575,0.2246347928818961,-17.165333000000075,21.834666999999925,0.3562742680604961,7,17,32,4,1.6564640432383413,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,BHP.csv,6.710639000000004,0.11373964406779667,0.22212296178460383,0.0037647959624509124,0.13158115686274519,0.16431085469112014,-0.08281587728577884,-60.332533,-1.3325329999999944,-0.03119307020180435,8,26,51,3,0.7181658098592543,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,TSM.csv,4.489696999999996,0.10689754761904753,0.21078257407559406,0.005018632716085573,0.12134316216216205,0.3572471945246137,0.2756900891498596,-36.19418900000001,5.805810999999987,0.4391256889383662,5,17,37,2,0.34176589285061393,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,PTR.csv,25.486121999999973,0.4633840363636359,0.36059600294267585,0.006556290962594106,0.5422579148936164,0.3051390712589516,0.29255833479735466,-34.155747000000005,20.844252999999995,0.22722684503577015,8,22,47,3,1.7094981637036986,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,C.csv,8.619908999999993,0.19155353333333316,0.16559343133997664,0.0036798540297772585,0.23944191666666648,0.22951884005594808,0.11029128065311604,-39.063686,5.936313999999997,0.13607330523097524,9,17,36,3,0.9772792441064255,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,GOOG.csv,136.99017400000025,3.113413045454551,0.19877694154405307,0.004517657762364843,3.5125685641025703,0.3203593192668391,0.19373161348915705,83.33020000000009,127.33020000000009,0.2267810126968089,5,21,39,2,12.644998208412606,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,BABA.csv,11.139990000000033,0.22279980000000066,0.16469082782582575,0.003293816556516515,0.25318159090909165,0.12645487090229024,0.21662779430129103,-35.01,14.990000000000002,0.15130649851185451,6,24,44,2,1.9498624937460667,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,PPL.csv,3.462155999999993,0.07526426086956507,0.11166647742584125,0.0024275321179530705,0.08444282926829251,0.16638286954972495,0.2193830486690249,-39.11883399999999,6.881166000000008,0.3344386269929308,5,21,41,1,0.47097747844000176,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,CMCSA.csv,2.2342099999999974,0.05728743589743583,0.07573724101663916,0.0019419805388881835,0.06206138888888882,0.13595022784475924,0.10560667944621573,-35.87737800000001,3.1226219999999927,0.18058831285947485,3,17,36,2,0.4506953356760448,False,False
Adv-ALSTM,stocknet,0.75,3,0.6,std,HSBC.csv,6.400545999999977,0.15239395238095182,0.18418320188714662,0.004385314330646348,0.1882513529411758,0.3577585427153886,0.1282639491480705,-37.52070700000001,4.479292999999991,0.21492876361903368,8,17,34,6,0.5075291431961689,True,True
Adv-ALSTM,stocknet,0.75,3,0.6,std,ORCL.csv,7.24295200000001,0.1609544888888891,0.19486344334268074,0.004330298740948461,0.20119311111111138,0.2781894315168615,0.1768007910530678,-38.39924600000001,6.600753999999995,0.2352791236266503,9,21,36,6,0.6403946193269465,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,BSAC.csv,3.8834899999999983,0.09246404761904758,0.23298333173795965,0.005547222184237134,0.09246404761904758,0.301904774521813,0.18511181254291426,-38.89684200000001,3.103157999999997,0.23727027721080626,0,17,42,0,0.31983895247917066,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,KO.csv,-2.515767000000018,-0.06620439473684259,-0.0630901293014497,-0.0016602665605644656,-0.06620439473684259,-0.13081682347312873,-0.03309057474970421,-39.325077000000014,-1.3250770000000145,-0.06846899564962179,0,22,38,0,0.5010593910406697,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,UNH.csv,28.845493999999974,0.6270759565217385,0.250316162527327,0.005441655707115805,0.6270759565217385,0.2884060392178738,0.2357028470805197,-19.181622000000004,26.818378,0.2666056659810314,0,25,46,0,2.264623419854303,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,CVX.csv,17.11941699999997,0.3003406491228065,0.19551142335442073,0.0034300249711301883,0.3003406491228065,0.1727515585235441,0.17951025434178952,-41.56918500000003,15.430814999999967,0.15527027587287878,0,29,57,0,1.7505613880663193,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,MDT.csv,6.804427000000047,0.1839034324324337,0.09885322903725559,0.0026717088928987997,0.1839034324324337,0.17037429836972975,0.15708011051015044,-26.084015000000008,10.915984999999992,0.2799734459264706,0,23,37,0,1.057980709723207,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,SPLP.csv,0.25750200000000945,0.007152833333333596,0.01845122944321135,0.0005125341512003152,0.007152833333333596,0.025276912772553835,0.027463257959489718,-35.60384399999999,0.396156000000012,0.0389049448937079,0,14,36,0,0.28299268104879904,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,AEP.csv,15.668358999999988,0.40175279487179455,0.2982851230937595,0.007648336489583576,0.40175279487179455,0.5406059987398233,0.3392564208466277,-21.122427000000012,17.877572999999988,0.6468085340313408,0,23,39,0,0.8466296588636444,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,UN.csv,4.631298000000015,0.11578245000000038,0.11430510441313843,0.0028576276103284607,0.11578245000000038,0.1835687500088362,0.07705263148708577,-36.92162599999999,3.0783740000000113,0.12085597707777225,0,21,40,0,0.6384481311191508,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,AGFS.csv,4.14,0.0828,0.7198324979087138,0.014396649958174277,0.0828,0.23588260785781626,0.4171439613154099,-47.52,2.4799999999999995,0.13879794470236165,0,24,50,0,0.3598017594765886,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,VZ.csv,0.5237749999999721,0.012180813953487723,0.012876769346798544,0.0002994597522511289,0.012180813953487723,0.024022383710307894,0.05539296122211786,-40.740151000000026,2.2598489999999742,0.10418915776593876,0,21,43,0,0.5041337978353191,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,ABBV.csv,8.304919999999981,0.1509985454545451,0.15215122466672168,0.002766385903031303,0.1509985454545451,0.10282176789938713,0.12516226001993105,-48.34132000000001,6.658679999999991,0.08228188531529733,0,30,55,0,1.4736705766443152,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,GE.csv,-4.186182999999993,-0.11314008108108088,-0.15978963231911758,-0.004318638711327502,-0.11314008108108088,-0.2707228253997139,-0.1728739136266792,-41.56875099999999,-4.568750999999993,-0.29761386523614863,0,22,37,0,0.4062072953293716,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,T.csv,2.7978729999999956,0.07993922857142845,0.09058510245421172,0.0025881457844060493,0.07993922857142845,0.21600024558737302,0.12038954182389848,-31.302775000000004,3.697224999999996,0.2906881780410168,0,17,35,0,0.37679580737149193,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,CAT.csv,15.176768999999986,0.30353537999999974,0.23385587164514665,0.004677117432902933,0.30353537999999974,0.2439705766899676,0.3518407031317619,-26.886006999999985,23.113993000000008,0.3874113956206309,0,25,50,0,1.2793168516623035,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,UPS.csv,3.2507399999999933,0.08554578947368403,0.032391809403308686,0.0008524160369291759,0.08554578947368403,0.06996106018181114,0.16338118808382104,-22.145958000000054,15.85404199999995,0.3626015364620771,0,19,38,0,1.2240790072073406,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,WMT.csv,12.127795000000013,0.31096910256410293,0.2089293240204046,0.005357162154369348,0.31096910256410293,0.2504363472055968,0.14117209831399696,-30.735988999999986,8.264011000000018,0.1677819079608296,0,20,39,0,1.2791800550887416,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,DHR.csv,7.457297000000011,0.23304053125000035,0.10631576658574646,0.003322367705804577,0.23304053125000035,0.21178542384750845,0.06948772081102585,-27.20522299999999,4.7947770000000105,0.13435818216333967,0,15,32,0,1.112373860444824,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,MO.csv,-0.7331009999999978,-0.01879746153846148,-0.014390112116540352,-0.0003689772337574449,-0.01879746153846148,-0.022793739572627515,0.0048010676925392464,-38.74153099999999,0.2584690000000123,0.00803450010324846,0,23,39,0,0.8177412831081043,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,BRK-A.csv,20367.0,509.175,0.10205927833848358,0.0025514819584620896,509.175,0.17562500697679087,0.11774081740399005,23327.0,23367.0,0.2025097500861752,0,17,40,0,2943.7690116975496,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,RDS-B.csv,3.122735000000013,0.06123009803921594,0.06986556720520064,0.0013699130824549144,0.06123009803921594,0.0611700254900381,0.04098233390222975,-49.255273,1.7447270000000046,0.03413199753574952,0,23,51,0,1.002878080305762,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,GD.csv,7.28056399999997,0.1693154418604644,0.056228512057405644,0.0013076398152885034,0.1693154418604644,0.09094155861147937,0.05659224300727229,-35.410443999999984,7.589556000000017,0.09483598867081204,0,21,43,0,1.8696661568782702,False,False
Adv-ALSTM,stocknet,0.75,3,0.5,std,FB.csv,-13.549996000000021,-0.2656861960784318,-0.12795009701009288,-0.0025088254315704488,-0.2656861960784318,-0.1480231414693557,-0.17653671222927814,-69.71000200000003,-18.71000200000003,-0.2064949546953771,0,30,51,0,1.7902695830082915,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,REX.csv,11.510000000000034,0.21314814814814878,0.20907550549924717,0.003871768620356429,0.21314814814814878,0.11684788564676302,0.2116155837007402,-42.59001599999999,11.409984000000007,0.11581859895205375,0,27,54,0,1.8358507592030664,False,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,SNY.csv,17.97935100000001,0.4181244418604653,0.4169283891163996,0.009696009049218596,0.4181244418604653,0.5024924287999192,0.3745482211015043,-26.711721,16.288279000000006,0.4450346715253502,0,19,43,0,0.9283944294946052,True,True
Adv-ALSTM,stocknet,0.75,3,0.5,std,BBL.csv,4.790263000000003,0.08554041071428577,0.1484877471391389,0.002651566913198909,0.08554041071428577,0.1112563517431482,-0.07487465600637988,-56.085709,-0.08570899999999426,-0.001978213396241379,0,25,56,0,0.7619321811028682,True,True
